fiscalDateEnding,totalRevenue,netIncome,ticker
30/09/2019,3813000000,-1162000000,UBER
30/06/2024,6659000000,738000000,NRG
31/03/2024,7429000000,511000000,NRG
31/12/2023,6807000000,482000000,NRG
30/09/2023,7946000000,343000000,NRG
30/06/2023,6348000000,308000000,NRG
31/03/2023,7722000000,-1335000000,NRG
31/12/2022,7855000000,-1095000000,NRG
30/09/2022,8510000000,67000000,NRG
30/06/2022,7282000000,513000000,NRG
31/03/2022,7896000000,1736000000,NRG
31/12/2021,7046000000,-427000000,NRG
30/09/2021,6609000000,1618000000,NRG
30/06/2021,5243000000,1078000000,NRG
31/03/2021,8091000000,-82000000,NRG
31/12/2020,2027000000,-173000000,NRG
30/09/2020,2809000000,249000000,NRG
30/06/2020,2238000000,313000000,NRG
31/03/2020,2019000000,121000000,NRG
31/12/2019,2195000000,3383000000,NRG
30/09/2019,2996000000,372000000,NRG
30/06/2024,5859000000,1521000000,BKNG
31/03/2024,4415000000,776000000,BKNG
31/12/2023,4784000000,-1476000000,BKNG
30/09/2023,7341000000,2511000000,BKNG
30/06/2023,5462000000,1290000000,BKNG
31/03/2023,3778000000,266000000,BKNG
31/12/2022,4049000000,1235000000,BKNG
30/09/2022,6052000000,1666000000,BKNG
30/06/2022,4294000000,857000000,BKNG
31/03/2022,2695000000,-700000000,BKNG
31/12/2021,2981000000,618000000,BKNG
30/09/2021,4676000000,769000000,BKNG
30/06/2021,2160000000,-167000000,BKNG
31/03/2021,1141000000,-55000000,BKNG
31/12/2020,1238000000,-165000000,BKNG
30/09/2020,2640000000,801000000,BKNG
30/06/2020,630000000,122000000,BKNG
31/03/2020,2288000000,-699000000,BKNG
31/12/2019,3339000000,3339000000,BKNG
30/09/2019,5040000000,1950000000,BKNG
30/06/2024,7354000000,367000000,LUV
31/03/2024,6271000000,-231000000,LUV
31/12/2023,6767000000,-252000000,LUV
30/09/2023,6466000000,193000000,LUV
30/06/2023,6977000000,683000000,LUV
31/03/2023,5646000000,-159000000,LUV
31/12/2022,6113000000,-220000000,LUV
30/09/2022,6069000000,277000000,LUV
30/06/2022,6603000000,760000000,LUV
31/03/2022,4610000000,-278000000,LUV
31/12/2021,4958000000,68000000,LUV
30/09/2021,4573000000,446000000,LUV
30/06/2021,3900000000,348000000,LUV
31/03/2021,1949000000,116000000,LUV
31/12/2020,2013000000,-908000000,LUV
30/09/2020,1793000000,-1157000000,LUV
30/06/2020,1008000000,-915000000,LUV
31/03/2020,4234000000,-94000000,LUV
31/12/2019,5729000000,514000000,LUV
30/09/2019,5639000000,659000000,LUV
30/06/2024,7844882000,151788000,DINO
31/03/2024,6979695000,314664000,DINO
31/12/2023,7608629000,-62183000,DINO
30/09/2023,8846696000,790922000,DINO
30/06/2023,7803224000,507661000,DINO
31/03/2023,7521785000,353266000,DINO
31/12/2022,8821464000,587027000,DINO
30/09/2022,10599002000,954405000,DINO
30/06/2022,11162160000,1221262000,DINO
31/03/2022,7458750000,159974000,DINO
31/12/2021,5622667000,-39530000,DINO
30/09/2021,4685059000,280787000,DINO
30/06/2021,4577123000,168850000,DINO
31/03/2021,3504293000,148217000,DINO
30/06/2024,7259022000,2252715000,PAC
31/03/2024,8494968000,2470720000,PAC
31/12/2023,9131629000,2257084000,PAC
30/09/2023,7392955000,2378860000,PAC
30/06/2023,8359641000,2488426000,PAC
31/03/2023,8005654000,1658350000,PAC
31/12/2022,8005654000,1830679000,PAC
30/09/2022,6752040000,2662711000,PAC
30/06/2022,6610084000,2364635000,PAC
31/03/2022,5188370000,1756211000,PAC
31/12/2021,5188370000,1802434000,PAC
30/09/2021,5292801000,1779726000,PAC
30/06/2021,4895738000,1423972000,PAC
31/03/2021,2344409000,390561000,PAC
31/12/2020,2344409000,340411000,PAC
30/09/2020,3068071000,352441000,PAC
30/06/2020,1485058000,-582208000,PAC
31/03/2020,4574054000,1336311000,PAC
31/12/2019,4574054000,1427442000,PAC
30/09/2019,4315418000,1362719000,PAC
30/06/2024,8718600000,-65200000,PBF
31/03/2024,8634600000,106600000,PBF
31/12/2023,9130100000,-48400000,PBF
30/09/2023,10705000000,786400000,PBF
30/06/2023,9143600000,1020400000,PBF
31/03/2023,9277900000,382100000,PBF
31/12/2022,10816300000,637800000,PBF
30/09/2022,12642000000,1056400000,PBF
30/06/2022,13995800000,1203700000,PBF
31/03/2022,9063200000,-21100000,PBF
31/12/2021,8191800000,165300000,PBF
30/09/2021,7164800000,59100000,PBF
30/06/2021,6817100000,47900000,PBF
31/03/2021,4845100000,-41300000,PBF
31/12/2020,3590400000,-298400000,PBF
30/09/2020,3595400000,-417200000,PBF
30/06/2020,2921400000,389100000,PBF
31/03/2020,5206100000,-1065900000,PBF
31/12/2019,6269700000,53000000,PBF
30/09/2019,6463100000,69500000,PBF
30/06/2024,13574347000,331255000,TBBB
31/03/2024,746446390,-13585835,TBBB
31/12/2023,12315604000,-96984000,TBBB
30/09/2023,11425175000,-339051000,TBBB
30/06/2023,10645780000,71050000,TBBB
31/03/2023,9691900000,58832000,TBBB
31/12/2022,9415619000,19090000,TBBB
30/06/2024,12772000000,3833000000,TCOM
31/03/2024,11905000000,4312000000,TCOM
31/12/2023,10325000000,1297000000,TCOM
30/09/2023,13740000000,4615000000,TCOM
30/06/2023,11247000000,631000000,TCOM
31/03/2023,9198000000,3375000000,TCOM
31/12/2022,5027000000,2057000000,TCOM
30/09/2022,6892000000,143000000,TCOM
30/06/2022,4011000000,322000000,TCOM
31/03/2022,4681000000,-834000000,TCOM
31/12/2021,4681000000,-834000000,TCOM
30/09/2021,5344000000,-849000000,TCOM
30/06/2021,5890000000,-647000000,TCOM
31/03/2021,4108000000,1780000000,TCOM
31/12/2020,4964000000,1004000000,TCOM
30/09/2020,5462000000,1578000000,TCOM
30/06/2020,3159000000,-476000000,TCOM
31/03/2020,8335000000,2008000000,TCOM
31/12/2019,8335000000,2008000000,TCOM
30/09/2019,10476000000,793000000,TCOM
30/06/2024,9231800000,214200000,LAD
31/03/2024,8498700000,162600000,LAD
31/12/2023,7620600000,213500000,LAD
30/09/2023,8218500000,261500000,LAD
30/06/2023,8067600000,297200000,LAD
31/03/2023,6941900000,228700000,LAD
31/12/2022,6948800000,247600000,LAD
30/09/2022,7246100000,329600000,LAD
30/06/2022,7205700000,331300000,LAD
31/03/2022,6684300000,342200000,LAD
31/12/2021,6286300000,291100000,LAD
30/09/2021,6141800000,307900000,LAD
30/06/2021,5981300000,304900000,LAD
31/03/2021,4318500000,156200000,LAD
31/12/2020,3935400000,187600000,LAD
30/09/2020,3603600000,158800000,LAD
30/06/2020,2742900000,77700000,LAD
31/03/2020,2787900000,46200000,LAD
31/12/2019,3220400000,68000000,LAD
30/09/2019,3332400000,85200000,LAD
30/06/2024,13383000000,1133000000,IMO
31/03/2024,12283000000,1195000000,IMO
31/12/2023,13109000000,1365000000,IMO
30/09/2023,13920000000,1601000000,IMO
30/06/2023,11819000000,675000000,IMO
31/03/2023,12121000000,1248000000,IMO
31/12/2022,14453000000,1727000000,IMO
30/09/2022,15224000000,2031000000,IMO
30/06/2022,17307000000,2409000000,IMO
31/03/2022,12686000000,1173000000,IMO
31/12/2021,12312000000,813000000,IMO
30/09/2021,10233000000,908000000,IMO
30/06/2021,1364000000,366000000,IMO
31/03/2021,1480000000,392000000,IMO
31/12/2020,18760000000,-1146000000,IMO
30/09/2020,1207000000,3000000,IMO
30/06/2020,669000000,-526000000,IMO
31/03/2020,1752000000,-188000000,IMO
31/12/2019,2268000000,271000000,IMO
30/09/2019,2293000000,424000000,IMO
30/06/2024,6025000000,1690000000,EOG
31/03/2024,6123000000,1789000000,EOG
31/12/2023,6357000000,1988000000,EOG
30/09/2023,6212000000,2030000000,EOG
30/06/2023,5573000000,1553000000,EOG
31/03/2023,6044000000,2023000000,EOG
31/12/2022,6719000000,2277000000,EOG
30/09/2022,7593000000,2854000000,EOG
30/06/2022,7407000000,2238000000,EOG
31/03/2022,3983000000,390000000,EOG
31/12/2021,6044000000,1985000000,EOG
30/09/2021,4765000000,1095000000,EOG
30/06/2021,4139000000,907000000,EOG
31/03/2021,3694000000,677000000,EOG
31/12/2020,2965498000,337466000,EOG
30/09/2020,2246000000,-42000000,EOG
30/06/2020,1103000000,-910000000,EOG
31/03/2020,4718000000,10000000,EOG
31/12/2019,4320246000,636521000,EOG
30/09/2019,4303455000,615122000,EOG
31/03/2024,13961832000,-578936000,HEPS
31/12/2023,11309633000,-130734000,HEPS
30/09/2023,5893603000,881093000,HEPS
30/06/2023,8057413000,-191094000,HEPS
31/03/2023,5535176000,-405008000,HEPS
31/12/2022,4629486000,-504815000,HEPS
30/09/2022,5535176000,-405008000,HEPS
30/06/2022,3281176000,-551347000,HEPS
31/03/2022,2759100000,713990000,HEPS
31/12/2021,2527900000,49687000,HEPS
30/09/2021,1658300000,-778403000,HEPS
30/06/2021,1754701000,-324061000,HEPS
31/03/2021,1385835317,-237325032,HEPS
31/12/2020,2199704545,-322845733,HEPS
30/09/2020,1671700000,-79622000,HEPS
30/06/2020,1667705000,-15122000,HEPS
31/03/2020,836638395,-56924725,HEPS
30/06/2024,10965200000,108300000,WKC
31/03/2024,10951400000,27400000,WKC
31/12/2023,12003000000,-34800000,WKC
30/09/2023,12245300000,34900000,WKC
30/06/2023,10980700000,29900000,WKC
31/03/2023,12481600000,22800000,WKC
31/12/2022,13877700000,20900000,WKC
30/09/2022,15661300000,42500000,WKC
30/06/2022,17122100000,24400000,WKC
31/03/2022,12382000000,26300000,WKC
31/12/2021,9942800000,15500000,WKC
30/09/2021,8350900000,21700000,WKC
30/06/2021,7085500000,17600000,WKC
31/03/2021,5957900000,18900000,WKC
31/12/2020,4702100000,-3600000,WKC
30/09/2020,4482700000,82000000,WKC
30/06/2020,3158300000,-10200000,WKC
31/03/2020,8015200000,41400000,WKC
31/12/2019,9358100000,56500000,WKC
30/09/2019,9322700000,48200000,WKC
30/06/2024,9051000000,1715000000,CNQ
31/03/2024,8244000000,987000000,CNQ
31/12/2023,9553000000,2627000000,CNQ
30/09/2023,11762000000,2344000000,CNQ
30/06/2023,8846000000,1463000000,CNQ
31/03/2023,9548000000,1799000000,CNQ
31/12/2022,11012000000,1520000000,CNQ
30/09/2022,12574000000,2814000000,CNQ
30/06/2022,13812000000,3502000000,CNQ
31/03/2022,12132000000,3101000000,CNQ
31/12/2021,10190000000,2534000000,CNQ
30/09/2021,8521000000,2202000000,CNQ
30/06/2021,7124000000,1551000000,CNQ
31/03/2021,7019000000,1377000000,CNQ
31/12/2020,5219000000,749000000,CNQ
30/09/2020,4676000000,408000000,CNQ
30/06/2020,2944000000,-310000000,CNQ
31/03/2020,4652000000,-1282000000,CNQ
31/12/2019,6335000000,597000000,CNQ
30/09/2019,6587000000,1027000000,CNQ
30/06/2024,5835000000,265000000,AMD
31/03/2024,5473000000,123000000,AMD
31/12/2023,6452000000,667000000,AMD
30/09/2023,5774000000,299000000,AMD
30/06/2023,5331000000,27000000,AMD
31/03/2023,5353000000,-139000000,AMD
31/12/2022,5732000000,21000000,AMD
30/09/2022,5534000000,66000000,AMD
30/06/2022,6525000000,447000000,AMD
31/03/2022,5859000000,786000000,AMD
31/12/2021,4845000000,974000000,AMD
30/09/2021,4306000000,923000000,AMD
30/06/2021,3840000000,710000000,AMD
31/03/2021,3422000000,555000000,AMD
31/12/2020,3235000000,1781000000,AMD
30/09/2020,2790000000,390000000,AMD
30/06/2020,1918000000,157000000,AMD
31/03/2020,1755000000,162000000,AMD
31/12/2019,2109000000,170000000,AMD
30/09/2019,1737000000,120000000,AMD
30/06/2024,6155563000,195268000,SQ
31/03/2024,5957128000,472005000,SQ
31/12/2023,5773042000,178070000,SQ
30/09/2023,5617493000,-28954000,SQ
30/06/2023,5534957000,-102042000,SQ
31/03/2023,4990131000,98316000,SQ
31/12/2022,4650902000,-113823000,SQ
30/09/2022,4515541000,-14711000,SQ
30/06/2022,4404499000,-208014000,SQ
31/03/2022,3960645000,-204199000,SQ
31/12/2021,4078534000,-76829000,SQ
30/09/2021,3844727000,84000,SQ
30/06/2021,4680672000,204021000,SQ
31/03/2021,5057270000,39008000,SQ
31/12/2020,3158970000,293959000,SQ
30/09/2020,3033874000,36515000,SQ
30/06/2020,1923625000,-11478000,SQ
