Ticker,Oldest Date,Oldest Revenue,Newest Date,Newest Revenue,%Change Revenue,Revenue Slope,Revenue R²,Revenue-Income Correlation,Correlation-Adjusted R²,dividendYield,targetMeanPrice,trailingPE,pegRatio,trailingPegRatio,exDividendDate
GHI,2023-06-30,26641542.0,2024-09-30,255251.0,-0.9904190605784005,-45603.425978973464,0.8229799084663038,0.9973008314129407,0.8207585469495906,,,,,,
ACM,2023-06-30,3663549000.0,2024-06-30,4151251000.0,0.13312282707287387,1176789.8479752326,0.9329397875360336,0.8789578745041647,0.8200147726930391,,,,,,
HFBL,2023-06-30,5905000.0,2024-06-30,4835000.0,-0.18120237087214225,-3192.973990482925,0.8857403696476592,0.9256950878362215,0.8199255092810772,,,,,,
CALM,2023-08-31,459344000.0,2024-08-31,785871000.0,0.7108550454561288,841708.8883368052,0.8474800103143106,0.9650548337525026,0.8178646804624462,,,,,,
PRAA,2023-06-30,213930000.0,2024-06-30,286633000.0,0.33984480904968917,201198.74538956943,0.8695685244033166,0.9399741997082958,0.8173719778175311,,,,,,
FIX,2023-06-30,1296430000.0,2024-09-30,1812366000.0,0.39796672400360994,1265251.9943368225,0.8831270639522306,0.9251672829377229,0.8170402662454538,,,,,,
FCNCA,2019-09-30,432489000.0,2024-06-30,2398000000.0,4.54464969051236,1454200.8126875036,0.845014441434943,0.9661154735598282,0.8163815272518137,,,,,,
UPWK,2023-06-30,168611000.0,2024-09-30,193776000.0,0.14924886276696064,57776.388644078404,0.9205677136977906,0.884517378182367,0.8142581405593056,,,,,,
OLO,2023-06-30,55251000.0,2024-09-30,71853000.0,0.3004832491719607,38914.224468792825,0.9812169166103775,0.8295285398714334,0.8139474361329564,,,,,,
BGSF,2023-06-30,80800000.0,2024-06-30,68137000.0,-0.15672029702970297,-43767.16609016378,0.8282426846341551,0.9822203191324319,0.813516794020462,,,,,,
