Politician,Issuer,Ticker,Trade Type,Published Date,Trade Date,Filed After (Days),Owner,Price,Trade Size
Michael McCaul,Advanced Micro Devices Inc,AMD,sell,2024-09-18,2024-08-26,21,Child,149.99,1K-15K
Michael McCaul,Simpson Manufacturing Co. Inc,SSD,sell,2024-09-18,2024-08-26,21,Child,186.11,1K-15K
Michael McCaul,The Timken Co,TKR,sell,2024-09-18,2024-08-26,21,Child,84.78,1K-15K
Michael McCaul,Visa Inc,V,sell,2024-09-18,2024-08-26,21,Child,268.21,1K-15K
Michael McCaul,BJ's Wholesale Club Holdings Inc,BJ,sell,2024-09-18,2024-08-26,21,Child,84.05,1K-15K
Michael McCaul,ASML Holding NV,ASML,sell,2024-09-18,2024-08-26,21,Child,883.31,1K-15K
Michael McCaul,Novo Nordisk A/S,NVO,sell,2024-09-18,2024-08-26,21,Child,135.3,1K-15K
Michael McCaul,Intuit Inc,INTU,sell,2024-09-18,2024-08-26,21,Child,617.12,1K-15K
Michael McCaul,Netflix Inc,NFLX,sell,2024-09-18,2024-08-01,46,Child,624.85,1K-15K
Michael McCaul,CITY OF NEW YORK,N/A,sell,2024-09-18,2024-08-26,21,Child,,1K-15K
Michael McCaul,iShares Core S&P Small-Cap ETF,IJR,sell,2024-09-18,2024-08-27,20,Child,115.69,1K-15K
Michael McCaul,Bayer AG,BAYRY,sell,2024-09-18,2024-08-26,21,Child,7.699,1K-15K
Michael McCaul,Alphabet Inc,GOOGL,sell,2024-09-18,2024-08-16,31,Child,162.96,1K-15K
Michael McCaul,Meta Platforms Inc,META,sell,2024-09-18,2024-08-15,32,Child,537.33,1K-15K
Michael McCaul,COUNTY OF HARRIS TEXAS,N/A,sell,2024-09-18,2024-08-09,38,Child,,1K-15K
Michael McCaul,Entegris Inc,ENTG,sell,2024-09-18,2024-08-26,21,Child,112.53,15K-50K
Michael McCaul,Discover Financial Services,DFS,sell,2024-09-18,2024-08-26,21,Child,132.74,15K-50K
Michael McCaul,Hilton Worldwide Holdings Inc,HLT,sell,2024-09-18,2024-08-26,21,Child,215.29,15K-50K
Michael McCaul,Meta Platforms Inc,META,sell,2024-09-18,2024-08-26,21,Child,521.12,15K-50K
Michael McCaul,Arista Networks Inc,ANET,sell,2024-09-18,2024-08-26,21,Child,344.69,15K-50K
Michael McCaul,Amazon.com Inc,AMZN,sell,2024-09-18,2024-08-26,21,Child,175.5,15K-50K
Michael McCaul,Alphabet Inc,GOOGL,sell,2024-09-18,2024-08-26,21,Child,166.16,15K-50K
Michael McCaul,Apple Inc,AAPL,sell,2024-09-18,2024-08-08,39,Child,213.31,15K-50K
Michael McCaul,Schwab (Charles) Corp,SCHW,sell,2024-09-18,2029-08-26,0,Child,,15K-50K
Michael McCaul,Safran SA,SAFRY,sell,2024-09-18,2024-08-02,45,Child,52.196,15K-50K
Michael McCaul,Schwab (Charles) Corp,SCHW,sell,2024-09-18,2024-08-05,42,Child,62.29,15K-50K
Michael McCaul,Beacon Roofing Supply Inc,BECN,sell,2024-09-18,2024-08-28,19,Child,88.83,15K-50K
Michael McCaul,Prosus NV,PROSY,sell,2024-09-18,2024-08-26,21,Child,7.389,15K-50K
Michael McCaul,DIMENSIONAL US SML CAP ETF,DFAS,sell,2024-09-18,2024-08-26,21,Child,64.23,15K-50K
Michael McCaul,Wells Fargo & Co,WFC,sell,2024-09-18,2028-08-26,0,Child,,15K-50K
Michael McCaul,Microsoft Corp,MSFT,sell,2024-09-18,2024-08-26,21,Child,413.49,15K-50K
Michael McCaul,NVIDIA Corporation,NVDA,sell,2024-09-18,2024-08-26,21,Child,126.46,15K-50K
Michael McCaul,Meta Platforms Inc,META,sell,2024-09-18,2029-08-26,0,Child,,15K-50K
Michael McCaul,Visa Inc,V,sell,2024-09-18,2024-08-23,24,Child,267.44,15K-50K
Michael McCaul,STATE OF WEST VIRGINIA,N/A,sell,2024-09-18,2024-08-16,31,Child,,15K-50K
Michael McCaul,ATKORE INC,ATKR,sell,2024-09-18,2024-08-26,21,Child,100.16,15K-50K
Michael McCaul,Alcoa Corp,AA,sell,2024-09-18,2024-08-26,21,Child,34.56,15K-50K
Michael McCaul,Workday Inc,WDAY,sell,2024-09-18,2024-08-25,22,Child,,15K-50K
Michael McCaul,Woodward Inc,WWD,sell,2024-09-18,2024-08-26,21,Child,162.65,15K-50K
Michael McCaul,Capital One Financial Corp,COF,sell,2024-09-18,2024-08-26,21,Child,142.52,15K-50K
Michael McCaul,Comcast Corp,CMCSA,sell,2024-09-18,2024-08-08,39,Child,39.35,15K-50K
Michael McCaul,Entegris Inc,ENTG,sell,2024-09-18,2024-08-08,39,Child,106.49,50K-100K
Michael McCaul,Schwab (Charles) Corp,SCHW,sell,2024-09-18,2024-08-02,45,Child,63.39,50K-100K
Michael McCaul,Entegris Inc,ENTG,sell,2024-09-18,2024-08-26,21,Child,112.53,50K-100K
Michael McCaul,Bayer AG,BAYRY,sell,2024-09-18,2024-08-26,21,Child,7.699,50K-100K
Michael McCaul,Humana Inc,HUM,sell,2024-09-18,2024-08-26,21,Child,353.0,50K-100K
Michael McCaul,GE VERNOVA INC,GEV,sell,2024-09-18,2024-08-26,21,Child,182.13,50K-100K
Michael McCaul,ConocoPhillips,COP,sell,2024-09-18,2024-08-26,21,Child,113.56,50K-100K
Michael McCaul,Taiwan Semiconductor Manufacturing Co Ltd,TSM,sell,2024-09-18,2024-08-25,22,Child,,50K-100K
Michael McCaul,Unitedhealth Group Inc,UNH,sell,2024-09-18,2024-08-27,20,Child,587.35,50K-100K
Michael McCaul,FABRINET,FN,sell,2024-09-18,2024-08-26,21,Child,252.06,50K-100K
Michael McCaul,Occidental Petroleum Corp,OXY,sell,2024-09-18,2024-08-15,32,Child,57.81,50K-100K
Michael McCaul,ENERGY NORTHWEST,N/A,sell,2024-09-18,2024-08-26,21,Child,,50K-100K
Michael McCaul,Elevance Health Inc,ELV,sell,2024-09-18,2024-08-26,21,Child,544.63,50K-100K
Michael McCaul,Aon PLC,AON,sell,2024-09-18,2024-08-16,31,Child,332.05,50K-100K
Michael McCaul,CITY OF LEANDER TEXAS,N/A,sell,2024-09-18,2024-08-15,32,Child,,50K-100K
Michael McCaul,GRAPEVINE COLLEYVILLE INDEPENDENT SCHOOL DISTRICT,N/A,sell,2024-09-18,2024-08-26,21,Child,,50K-100K
Michael McCaul,AerCap Holdings NV,AER,sell,2024-09-18,2024-08-26,21,Child,94.73,50K-100K
Michael McCaul,SAP SE,SAP,sell,2024-09-18,2024-08-26,21,Child,215.86,100K-250K
Michael McCaul,Vanguard S&P 500 ETF,VOO,sell,2024-09-18,2024-08-26,21,Child,515.39,100K-250K
Michael McCaul,Charter Communications Inc,CHTR,sell,2024-09-18,2024-08-09,38,Child,364.41,100K-250K
Michael McCaul,Monster Beverage Corp,MNST,sell,2024-09-18,2024-08-26,21,Child,47.28,100K-250K
Michael McCaul,Amazon.com Inc,AMZN,sell,2024-09-18,2024-08-01,46,Child,184.07,100K-250K
Michael McCaul,FORT BEND INDEPENDENT SCHOOL DISTRICT,N/A,sell,2024-09-18,2024-08-26,21,Child,,100K-250K
Michael McCaul,iShares Core S&P Small-Cap ETF,IJR,sell,2024-09-18,2024-08-26,21,Child,116.41,100K-250K
Michael McCaul,Shell PLC,SHEL,sell,2024-09-18,2024-08-26,21,Child,73.07,100K-250K
Michael McCaul,Vanguard S&P 500 ETF,VOO,sell,2024-09-18,2024-08-16,31,Child,509.45,1M-5M
Michael McCaul,GLOBAL PAYMENTS Inc,GPN,buy,2024-09-18,2024-08-16,31,Child,108.83,15K-50K
Michael McCaul,LPL Financial Holdings Inc,LPLA,buy,2024-09-18,2024-08-12,35,Child,200.0,15K-50K
Michael McCaul,CVS Health Corp,CVS,buy,2024-09-18,2024-08-19,28,Child,58.8,15K-50K
Michael McCaul,Dow Inc,DOW,buy,2024-09-18,2024-08-19,28,Child,53.65,1K-15K
Michael McCaul,Tapestry Inc,TPR,buy,2024-09-18,2024-08-19,28,Child,40.58,1K-15K
Michael McCaul,Dollar Tree Inc,DLTR,buy,2024-09-18,2024-08-02,45,Child,99.53,1K-15K
Michael McCaul,Merck & Co Inc,MRK,buy,2024-09-18,2024-08-09,38,Child,114.55,1K-15K
Michael McCaul,Murphy Oil Corp,MUR,buy,2024-09-18,2024-08-09,38,Child,36.98,1K-15K
Michael McCaul,Chevron Corp,CVX,buy,2024-09-18,2024-08-19,28,Child,146.83,1K-15K
Michael McCaul,Vishay Intertechnology Inc,VSH,buy,2024-09-18,2024-08-19,28,Child,20.46,1K-15K
Michael McCaul,Vishay Intertechnology Inc,VSH,buy,2024-09-18,2024-08-20,27,Child,20.1,1K-15K
Michael McCaul,Stifel Financial Corp,SF,sell,2024-09-18,2024-08-20,27,Child,84.88,1K-15K
Michael McCaul,American International Group Inc,AIG,sell,2024-09-18,2024-08-02,45,Child,71.97,15K-50K
Michael McCaul,Stifel Financial Corp,SF,sell,2024-09-18,2024-08-19,28,Child,85.6,15K-50K
Michael McCaul,Stifel Financial Corp,SF,sell,2024-09-18,2024-08-16,31,Child,85.57,15K-50K
Michael McCaul,Fidelity National Information Services Inc,FIS,sell,2024-09-18,2024-08-16,31,Child,79.0,15K-50K
Michael McCaul,Stifel Financial Corp,SF,sell,2024-09-18,2024-08-06,41,Child,79.07,15K-50K
Michael McCaul,Intel Corp,INTC,sell,2024-09-18,2024-08-19,28,Child,21.52,15K-50K
Michael McCaul,VANGUARD LONG TERM TAX EXEMPT FUND,VWLUX,buy,2024-09-18,2024-08-01,46,Child,,1K-15K
Michael McCaul,Live Nation Entertainment Inc,LYV,sell,2024-09-18,2024-08-30,17,Child,97.67,50K-100K
Michael McCaul,Live Nation Entertainment Inc,LYV,sell,2024-09-18,2024-08-30,17,Child,97.67,50K-100K
Michael McCaul,Live Nation Entertainment Inc,LYV,sell,2024-09-18,2024-08-30,17,Child,97.67,50K-100K
Pete Sessions,NVIDIA Corporation,NVDA,buy,2024-09-17,2024-09-16,0,Spouse,116.78,1K-15K
Mark Warner,euNetworks Group Ltd,EUN,sell,2024-09-17,2024-08-29,18,Self,,1M-5M
Mitch McConnell,Wells Fargo & Co,WFC,buy,2024-09-16,2024-09-01,15,Spouse,,1K-15K
Carol Miller,Warner Bros Discover Inc,WBD,sell,2024-09-16,2024-08-12,32,Undisclosed,6.71,1K-15K
Laurel Lee,Apple Inc,AAPL,buy,2024-09-16,2024-07-31,45,Spouse,,15K-50K
Laurel Lee,JPMorgan Chase & Co,JPM,buy,2024-09-16,2024-09-10,4,Spouse,205.56,50K-100K
Susan Collins,Globe Life Inc,GL,sell,2024-09-14,2024-08-05,39,Spouse,88.63,15K-50K
Susan Collins,MAINE HEALTH AND HIGHER EDUCATIONAL FACILITIES AUTHORITY,N/A,buy,2024-09-14,2024-08-21,23,Spouse,,50K-100K
Susan Collins,Wells Fargo & Co,WFC,buy,2024-09-14,2024-08-06,38,Spouse,,15K-50K
Susan Collins,MAINE HEALTH AND HIGHER EDUCATIONAL FACILITIES AUTHORITY,N/A,buy,2024-09-14,2024-08-05,39,Spouse,,15K-50K
Tommy Tuberville,Apple Inc,AAPL,sell,2024-09-13,2024-08-26,18,Self,227.18,15K-50K
Tommy Tuberville,Medtronic PLC,MDT,sell,2024-09-13,2024-08-26,18,Joint,89.34,15K-50K
Tommy Tuberville,CVS Health Corp,CVS,sell,2024-09-13,2024-08-26,18,Joint,58.7,1K-15K
Tommy Tuberville,United Parcel Service Inc,UPS,sell,2024-09-13,2024-08-26,18,Joint,129.26,15K-50K
Tommy Tuberville,EATON VANCE FLOATING RATE FUND,EIBLX,sell,2024-09-13,2024-08-26,18,Self,,50K-100K
Tommy Tuberville,AMERICAN FUNDS THE BOND FUND OF AMERICA,ABNDX,buy,2024-09-13,2024-08-26,18,Self,,50K-100K
Pete Sessions,Altria Group Inc,MO,sell,2024-09-13,2024-09-10,2,Spouse,54.08,1K-15K
Pete Sessions,Microsoft Corp,MSFT,buy,2024-09-13,2024-09-09,3,Spouse,405.72,1K-15K
Pete Sessions,NVIDIA Corporation,NVDA,buy,2024-09-13,2024-09-10,2,Spouse,108.1,1K-15K
Scott Peters,CALIFORNIA STATE UNIVERSITY,N/A,buy,2024-09-13,2024-08-29,14,Spouse,,250K-500K
Scott Peters,CERRITOS COMMUNITY COLLEGE DISTRICT LOS ANGELES COUNTY CALIFORNIA,N/A,sell,2024-09-13,2024-08-01,42,Spouse,,50K-100K
Scott Peters,FOOTHILL-DE ANZA COMMUNITY COLLEGE DISTRICT,N/A,buy,2024-09-13,2024-08-15,28,Spouse,,500K-1M
Scott Peters,COUNTY OF LOS ANGELES,N/A,buy,2024-09-13,2024-08-07,36,Spouse,,50K-100K
Scott Peters,COUNTY OF SAN DIEGO,N/A,buy,2024-09-13,2024-08-08,35,Spouse,,250K-500K
Scott Peters,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,N/A,sell,2024-09-13,2024-08-01,42,Spouse,,250K-500K
Scott Peters,SAN JUAN UNIFIED SCHOOL DISTRICT,N/A,buy,2024-09-13,2024-08-20,23,Spouse,,100K-250K
Scott Peters,US TREASURY BILLS,N/A,sell,2024-09-13,2024-08-08,35,Undisclosed,,500K-1M
Maria Elvira Salazar,Antero Resources Corporation,AR,buy,2024-09-12,2024-08-02,40,Spouse,26.5,1K-15K
Mark Green,NGL Energy Partners LP,NGL,sell,2024-09-12,2024-08-28,14,Joint,4.09,50K-100K
Nancy Pelosi,REOF XXVI LLC,N/A,buy,2024-09-12,2024-08-13,29,Spouse,,250K-500K
Josh Gottheimer,Abbott Laboratories,ABT,buy,2024-09-12,2024-08-19,23,Joint,111.9,1K-15K
Josh Gottheimer,Advanced Micro Devices Inc,AMD,sell,2024-09-12,2024-08-06,36,Joint,130.18,1K-15K
Josh Gottheimer,Advanced Micro Devices Inc,AMD,sell,2024-09-12,2024-08-01,41,Joint,132.54,1K-15K
Josh Gottheimer,Air Products and Chemicals Inc,APD,sell,2024-09-12,2024-08-30,12,Joint,278.85,1K-15K
Josh Gottheimer,Apple Inc,AAPL,buy,2024-09-12,2024-08-01,41,Joint,218.36,1K-15K
Josh Gottheimer,Berkshire Hathaway Inc,BRK/B,buy,2024-09-12,2024-08-30,12,Joint,475.92,1K-15K
Josh Gottheimer,BioNTech SE,BNTX,sell,2024-09-12,2024-08-30,12,Undisclosed,88.22,1K-15K
Josh Gottheimer,Booking Holdings Inc,BKNG,sell,2024-09-12,2024-08-02,40,Joint,"3,328.13",1K-15K
Josh Gottheimer,Chuy's Holdings Inc,CHUY,sell,2024-09-12,2024-08-06,36,Joint,36.99,1K-15K
Josh Gottheimer,The Coca-Cola Co,KO,buy,2024-09-12,2024-08-02,40,Joint,69.33,1K-15K
Josh Gottheimer,The Coca-Cola Co,KO,buy,2024-09-12,2024-08-05,37,Joint,68.1,1K-15K
Josh Gottheimer,Eaton Corp PLC,ETN,sell,2024-09-12,2024-08-30,12,Joint,306.93,1K-15K
Josh Gottheimer,FIRST WATCH RESTAURA GRO INC,FWRG,buy,2024-09-12,2024-08-06,36,Joint,15.86,1K-15K
Josh Gottheimer,The Goldman Sachs Group Inc,GS,buy,2024-09-12,2024-08-02,40,Joint,470.64,1K-15K
Josh Gottheimer,The Goldman Sachs Group Inc,GS,buy,2024-09-12,2024-08-01,41,Joint,500.12,1K-15K
Josh Gottheimer,Haier Smart Home Co Ltd,HSHCY,sell,2024-09-12,2024-08-08,34,Joint,17.239,1K-15K
Josh Gottheimer,Jabil Inc,JBL,sell,2024-09-12,2024-08-02,40,Joint,99.62,1K-15K
Josh Gottheimer,Lowe's Cos Inc,LOW,sell,2024-09-12,2024-08-30,12,Joint,248.5,1K-15K
Josh Gottheimer,Marriott International Inc,MAR,sell,2024-09-12,2024-08-02,40,Joint,213.67,1K-15K
Josh Gottheimer,Microsoft Corp,MSFT,buy,2024-09-12,2024-08-12,30,Joint,406.81,15K-50K
Josh Gottheimer,Microsoft Corp,MSFT,sell,2024-09-12,2024-08-12,30,Joint,,15K-50K
Josh Gottheimer,Norfolk Southern Corp,NSC,sell,2024-09-12,2024-08-30,12,Joint,256.16,1K-15K
Josh Gottheimer,Oracle Corp,ORCL,sell,2024-09-12,2024-08-02,40,Joint,133.28,1K-15K
Josh Gottheimer,ServiceNow Inc,NOW,buy,2024-09-12,2024-08-05,37,Joint,781.27,1K-15K
Josh Gottheimer,Shopify Inc,SHOP,sell,2024-09-12,2024-08-01,41,Joint,58.17,1K-15K
Josh Gottheimer,Spotify Technology S.A,SPOT,buy,2024-09-12,2024-08-05,37,Joint,324.03,1K-15K
Josh Gottheimer,Starbucks Corp,SBUX,buy,2024-09-12,2024-08-14,28,Joint,93.9,1K-15K
Josh Gottheimer,Synopsys Inc,SNPS,sell,2024-09-12,2024-08-30,12,Joint,519.58,1K-15K
Josh Gottheimer,Tandem Diabetes Care Inc,TNDM,buy,2024-09-12,2024-08-05,37,Joint,40.79,1K-15K
Josh Gottheimer,Tesla Inc,TSLA,sell,2024-09-12,2024-08-28,14,Joint,205.75,1K-15K
Josh Gottheimer,Texas Instruments Inc,TXN,sell,2024-09-12,2024-08-30,12,Joint,214.34,1K-15K
Josh Gottheimer,Uber Technologies Inc,UBER,sell,2024-09-12,2024-08-01,41,Joint,61.02,1K-15K
Rudy Yakym,US TREASURY BILLS,N/A,buy,2024-09-11,2024-09-10,0,Undisclosed,,50K-100K
Rudy Yakym,US TREASURY BILLS,N/A,buy,2024-09-11,2024-09-05,5,Undisclosed,,1K-15K
Max Miller,RAC OPPORTUNITY FUND II LP,N/A,buy,2024-09-11,2024-09-10,0,Undisclosed,,1K-15K
Doris Matsui,US TREASURY NOTE,N/A,buy,2024-09-10,2024-09-03,6,Spouse,,500K-1M
Lloyd Doggett,The Procter & Gamble Co,PG,buy,2024-09-10,2024-08-15,25,Undisclosed,167.92,1K-15K
Marjorie Taylor Greene,US TREASURY BILLS,N/A,buy,2024-09-10,2024-09-06,3,Undisclosed,,100K-250K
Ro Khanna,UBS Group AG,UBS,buy,2024-09-09,2024-08-15,22,Child,,100K-250K
Ro Khanna,Unitedhealth Group Inc,UNH,buy,2024-09-09,2024-08-02,35,Child,589.83,15K-50K
Ro Khanna,MORGAN STANLEY FINANCE LLC,N/A,buy,2024-09-09,2024-08-30,7,Child,,1K-15K
Ro Khanna,Berkshire Hathaway Inc,BRK/B,buy,2024-09-09,2024-08-07,30,Child,427.02,1K-15K
Ro Khanna,American Tower Corp,AMT,buy,2024-09-09,2024-08-02,35,Child,234.64,1K-15K
Ro Khanna,Apple Inc,AAPL,buy,2024-09-09,2024-08-02,35,Child,219.86,1K-15K
Ro Khanna,United Parcel Service Inc,UPS,buy,2024-09-09,2024-08-02,35,Child,128.06,1K-15K
Ro Khanna,Waste Management Inc,WM,buy,2024-09-09,2024-08-14,23,Child,206.35,1K-15K
Ro Khanna,Amazon.com Inc,AMZN,buy,2024-09-09,2024-08-05,32,Child,161.02,1K-15K
Ro Khanna,Builders FirstSource Inc,BLDR,buy,2024-09-09,2024-08-02,35,Child,152.15,1K-15K
Ro Khanna,Waste Management Inc,WM,buy,2024-09-09,2024-08-07,30,Child,204.85,1K-15K
Ro Khanna,International Paper Co,IP,buy,2024-09-09,2024-08-07,30,Child,44.28,1K-15K
Ro Khanna,Berkshire Hathaway Inc,BRK/B,buy,2024-09-09,2024-08-21,16,Child,446.6,1K-15K
Ro Khanna,Builders FirstSource Inc,BLDR,buy,2024-09-09,2024-08-07,30,Child,152.86,1K-15K
Ro Khanna,Builders FirstSource Inc,BLDR,buy,2024-09-09,2024-08-05,32,Child,149.65,1K-15K
Ro Khanna,Berkshire Hathaway Inc,BRK/B,buy,2024-09-09,2024-08-21,16,Child,446.6,1K-15K
Ro Khanna,Apple Inc,AAPL,buy,2024-09-09,2024-08-02,35,Child,,1K-15K
Ro Khanna,CVS Health Corp,CVS,sell,2024-09-09,2024-08-02,35,Child,59.32,15K-50K
Ro Khanna,NVIDIA Corporation,NVDA,sell,2024-09-09,2024-08-02,35,Child,107.27,15K-50K
Ro Khanna,Alphabet Inc,GOOGL,sell,2024-09-09,2024-08-06,31,Child,158.29,1K-15K
Ro Khanna,NVR Inc,NVR,sell,2024-09-09,2024-08-22,15,Child,"8,983.56",1K-15K
Ro Khanna,Alphabet Inc,GOOGL,sell,2024-09-09,2024-08-06,31,Child,158.29,1K-15K
Ro Khanna,The Allstate Corporation,ALL,sell,2024-09-09,2024-08-07,30,Child,170.67,1K-15K
Ro Khanna,SBA Communications Corp,SBAC,sell,2024-09-09,2024-08-05,32,Child,221.11,1K-15K
Ro Khanna,Honeywell International Inc,HON,sell,2024-09-09,2024-08-06,31,Child,198.8,1K-15K
Ro Khanna,Honeywell International Inc,HON,sell,2024-09-09,2024-08-15,22,Child,198.46,1K-15K
Ro Khanna,Honeywell International Inc,HON,sell,2024-09-09,2024-08-16,21,Child,198.5,1K-15K
Ro Khanna,Honeywell International Inc,HON,sell,2024-09-09,2024-08-14,23,Child,197.6,1K-15K
Ro Khanna,Honeywell International Inc,HON,sell,2024-09-09,2024-08-13,24,Child,196.73,1K-15K
Ro Khanna,Alphabet Inc,GOOGL,sell,2024-09-09,2024-08-02,35,Child,166.66,1K-15K
Ro Khanna,Microsoft Corp,MSFT,sell,2024-09-09,2024-08-02,35,Child,408.49,1K-15K
Ro Khanna,Starbucks Corp,SBUX,sell,2024-09-09,2024-08-01,36,Child,75.11,1K-15K
Ro Khanna,Micron Technology Inc,MU,buy,2024-09-09,2024-08-05,32,Child,90.42,1K-15K
Ro Khanna,PepsiCo Inc,PEP,buy,2024-09-09,2024-08-27,10,Child,175.3,1K-15K
Ro Khanna,Penn National Gaming Inc,PENN,buy,2024-09-09,2022-08-05,763,Child,34.15,1K-15K
Ro Khanna,Berkshire Hathaway Inc,BRK/B,buy,2024-09-09,2024-08-07,30,Child,427.02,1K-15K
Ro Khanna,Laboratory Corp of America Holdings,LH,buy,2024-09-09,2024-08-27,10,Child,230.21,1K-15K
Ro Khanna,NVR Inc,NVR,sell,2024-09-09,2024-08-22,15,Child,"8,983.56",1K-15K
Ro Khanna,Avantor Inc,AVTR,sell,2024-09-09,2024-08-29,8,Child,25.79,1K-15K
Ro Khanna,Avantor Inc,AVTR,sell,2024-09-09,2024-08-28,9,Child,25.56,1K-15K
Ro Khanna,Avantor Inc,AVTR,sell,2024-09-09,2024-08-13,24,Child,25.24,1K-15K
Ro Khanna,PepsiCo Inc,PEP,buy,2024-09-09,2024-08-05,32,Child,174.04,15K-50K
Ro Khanna,MORGAN STANLEY FINANCE LLC,N/A,buy,2024-09-09,2024-08-30,7,Child,,1K-15K
Ro Khanna,Tesla Inc,TSLA,buy,2024-09-09,2024-08-05,32,Child,198.88,1K-15K
Ro Khanna,Starbucks Corp,SBUX,buy,2024-09-09,2024-08-05,32,Child,73.86,1K-15K
Ro Khanna,The Progressive Corp,PGR,buy,2024-09-09,2024-08-05,32,Child,210.91,1K-15K
Ro Khanna,CME Group Inc,CME,buy,2024-09-09,2024-08-05,32,Child,197.22,1K-15K
Ro Khanna,Cisco Systems Inc,CSCO,buy,2024-09-09,2024-08-05,32,Child,44.74,1K-15K
Ro Khanna,Freeport-McMoRan Inc,FCX,buy,2024-09-09,2024-08-05,32,Child,40.87,1K-15K
Ro Khanna,KLA Corp,KLAC,buy,2024-09-09,2024-08-05,32,Child,703.48,1K-15K
Ro Khanna,The Sherwin-Williams Co,SHW,buy,2024-09-09,2024-08-05,32,Child,339.09,1K-15K
Ro Khanna,Accenture PLC,ACN,buy,2024-09-09,2024-08-05,32,Child,313.74,1K-15K
Ro Khanna,Intuit Inc,INTU,buy,2024-09-09,2024-08-05,32,Child,602.97,1K-15K
Ro Khanna,Palo Alto Networks Inc,PANW,buy,2024-09-09,2024-08-05,32,Child,294.18,1K-15K
Ro Khanna,Lululemon Athletica Inc,LULU,buy,2024-09-09,2024-08-05,32,Child,233.4,1K-15K
Ro Khanna,Centene Corp,CNC,buy,2024-09-09,2024-08-05,32,Child,77.43,1K-15K
Ro Khanna,Thermo Fisher Scientific Inc,TMO,buy,2024-09-09,2024-08-05,32,Child,598.03,1K-15K
Ro Khanna,Microchip Technology Inc,MCHP,buy,2024-09-09,2024-08-05,32,Child,73.86,1K-15K
Ro Khanna,CoStar Group Inc,CSGP,buy,2024-09-09,2024-08-05,32,Child,72.7,1K-15K
Ro Khanna,Parker-Hannifin Corp,PH,buy,2024-09-09,2024-08-05,32,Child,506.31,1K-15K
Ro Khanna,Lennar Corp,LEN,buy,2024-09-09,2024-08-05,32,Child,170.39,1K-15K
Ro Khanna,PTC Inc,PTC,buy,2024-09-09,2024-08-05,32,Child,168.18,1K-15K
Ro Khanna,NXP Semiconductors NV,NXPI,buy,2024-09-09,2024-08-05,32,Child,235.41,1K-15K
Ro Khanna,IDEXX Laboratories Inc,IDXX,buy,2024-09-09,2024-08-05,32,Child,455.08,1K-15K
Ro Khanna,Marriott International Inc,MAR,buy,2024-09-09,2024-08-05,32,Child,211.35,1K-15K
Ro Khanna,FactSet Research Systems Inc,FDS,buy,2024-09-09,2024-08-05,32,Child,401.84,1K-15K
Ro Khanna,Equinix Inc,EQIX,buy,2024-09-09,2024-08-05,32,Child,768.24,1K-15K
Ro Khanna,Pool Corp,POOL,buy,2024-09-09,2024-08-05,32,Child,349.83,1K-15K
Ro Khanna,ON Semiconductor Corp,ON,buy,2024-09-09,2024-08-05,32,Child,68.97,1K-15K
Ro Khanna,DEERE & COMPANY,DE,buy,2024-09-09,2024-08-05,32,Child,344.84,1K-15K
Ro Khanna,Booking Holdings Inc,BKNG,buy,2024-09-09,2024-08-05,32,Child,"3,383.43",1K-15K
Ro Khanna,Caterpillar Inc,CAT,buy,2024-09-09,2024-08-05,32,Child,316.8,1K-15K
Ro Khanna,First Solar Inc,FSLR,buy,2024-09-09,2024-08-05,32,Child,207.09,1K-15K
Ro Khanna,CDW Corp,CDW,buy,2024-09-09,2024-08-05,32,Child,206.67,1K-15K
Ro Khanna,EPAM Systems Inc,EPAM,buy,2024-09-09,2024-08-05,32,Child,202.25,1K-15K
Ro Khanna,West Pharmaceutical Services Inc,WST,buy,2024-09-09,2024-08-05,32,Child,301.6,1K-15K
Ro Khanna,Jabil Inc,JBL,buy,2024-09-09,2024-08-05,32,Child,97.55,1K-15K
Ro Khanna,Old Dominion Freight Line Inc,ODFL,buy,2024-09-09,2024-08-05,32,Child,194.26,1K-15K
Ro Khanna,IDEX Corp,IEX,buy,2024-09-09,2024-08-05,32,Child,192.21,1K-15K
Ro Khanna,Las Vegas Sands Corp,LVS,buy,2024-09-09,2024-08-05,32,Child,37.86,1K-15K
Ro Khanna,Dow Inc,DOW,buy,2024-09-09,2024-08-05,32,Child,51.01,1K-15K
Ro Khanna,GLOBAL PAYMENTS Inc,GPN,buy,2024-09-09,2024-08-05,32,Child,92.66,1K-15K
Ro Khanna,American International Group Inc,AIG,buy,2024-09-09,2024-08-05,32,Child,70.16,1K-15K
Ro Khanna,Genuine Parts Co,GPC,buy,2024-09-09,2024-08-05,32,Child,138.35,1K-15K
Ro Khanna,AKAMAI TECHNOLOGIES Inc,AKAM,buy,2024-09-09,2024-08-05,32,Child,91.32,1K-15K
Ro Khanna,The Estee Lauder Cos Inc,EL,buy,2024-09-09,2024-08-05,32,Child,92.2,1K-15K
Ro Khanna,Apple Inc,AAPL,buy,2024-09-09,2024-08-05,32,Child,209.27,1K-15K
Ro Khanna,Metlife Inc,MET,buy,2024-09-09,2024-08-05,32,Child,67.96,1K-15K
Ro Khanna,McDonald's Corp,MCD,buy,2024-09-09,2024-08-05,32,Child,268.45,1K-15K
