Ticker,Oldest Revenue Year,Oldest Revenue,Most Recent Revenue Year,Most Recent Revenue,Percent Change
SSBI,2020,34415000.0,2023,40280000.0,17.04%
ALCO,2020,92507000.0,2023,39846000.0,-56.93%
LNKB,2020,13328000.0,2023,39798000.0,198.60%
LICN,2020,30667000.0,2023,39759000.0,29.65%
VIR,2020,67245000.0,2023,39494000.0,-41.27%
LPA,2021,25596073.0,2023,39436343.0,54.07%
CVRX,2020,6053000.0,2023,39295000.0,549.18%
ABCL,2020,233155000.0,2023,38025000.0,-83.69%
LVWR,2020,30863000.0,2023,38023000.0,23.20%
BVFL,2020,16976000.0,2023,37798000.0,122.66%
RSSS,2020,31058737.0,2023,37703452.0,21.39%
RECT,2022,29813611.0,2023,37643696.0,26.26%
MRSN,2020,828000.0,2023,36855000.0,4351.09%
TKNO,2020,31297000.0,2023,36684000.0,17.21%
TNGX,2020,7656000.0,2023,36527000.0,377.10%
TNGX,2020,7656000.0,2023,36527000.0,377.10%
SAR,2021,26323577.0,2023,36353018.0,38.10%
BNGO,2020,8503000.0,2023,36116000.0,324.74%
RFI,2020,-2059840.0,2023,35986865.0,-1847.07%
NKLA,2020,95000.0,2023,35839000.0,37625.26%
ESP,2020,31526231.0,2023,35592323.0,12.90%
JMSB,2020,58452000.0,2023,35544000.0,-39.19%
FTF,2020,11533054.0,2023,35465292.0,207.51%
PFX,2020,-60383425.0,2023,35008604.0,-157.98%
REKR,2020,9234000.0,2023,34933000.0,278.31%
MGLD,2020,26748988.0,2023,34876734.0,30.39%
DMRC,2020,23990000.0,2023,34851000.0,45.27%
BYFC,2020,13194000.0,2023,34819000.0,163.90%
PODC,2022,32348000.0,2023,34645000.0,7.10%
CRBU,2020,12361000.0,2023,34477000.0,178.92%
LSF,2020,25783226.0,2023,34224198.0,32.74%
FEDU,2021,280282000.0,2023,34216000.0,-87.79%
CDTG,2020,8911108.0,2023,34209919.0,283.90%
OABI,2020,23268000.0,2023,34164000.0,46.83%
FHTX,2020,430000.0,2023,34155000.0,7843.02%
FNGR,2021,16683570.0,2023,34054205.0,104.12%
IMMR,2020,30456000.0,2023,33919000.0,11.37%
CASI,2020,15141000.0,2023,33879000.0,123.76%
SQNS,2020,50916000.0,2023,33616000.0,-33.98%
CGEN,2020,2000000.0,2023,33459000.0,1572.95%
ISDR,2020,18526000.0,2023,33378000.0,80.17%
EIC,2020,-3302662.0,2023,33127648.0,-1103.06%
HKD,2020,21617991.445548,2023,33066000.0,52.96%
SEVN,2020,-54307653.0,2023,32964000.0,-160.70%
SELX,2021,126133000.0,2023,32840000.0,-73.96%
SNT,2020,33351000.0,2023,32792000.0,-1.68%
SACH,2020,13048271.0,2023,32000840.0,145.25%
TWO,2020,-1562030000.0,2023,31785000.0,-102.03%
BWAY,2020,22057000.0,2023,31785000.0,44.10%
YYGH,2021,17460773.0,2023,31772286.0,81.96%
ETON,2020,39000.0,2023,31642000.0,81033.33%
CCEL,2020,31147593.0,2023,31343695.0,0.63%
ACRS,2020,6482000.0,2023,31249000.0,382.09%
GLBS,2020,11753000.0,2023,31205000.0,165.51%
CTSO,2020,39452502.0,2023,31084953.0,-21.21%
ENZ,2020,76021000.0,2023,31061000.0,-59.14%
MRNS,2020,1718000.0,2023,30989000.0,1703.78%
PED,2020,8059000.0,2023,30784000.0,281.98%
LFT,2020,19140081.0,2023,30266089.0,58.13%
GECC,2020,-28865000.0,2023,30203000.0,-204.64%
AEF,2020,53676021.0,2023,30083782.0,-43.95%
NBTX,2020,50000.0,2023,30058000.0,60016.00%
GSIT,2021,27729000.0,2023,29691000.0,7.08%
OPTX,2021,26616326.0,2023,29441180.0,10.61%
GNFT,2020,765000.0,2023,28565000.0,3633.99%
KRMD,2020,24176448.0,2023,28517666.0,17.96%
HAO,2021,12847545.0,2023,28229149.0,119.72%
FTEK,2020,22550000.0,2023,27081000.0,20.09%
LSBK,2020,22924000.0,2023,26993000.0,17.75%
STXS,2020,26630035.0,2023,26771000.0,0.53%
DX,2020,199667000.0,2023,26749000.0,-86.60%
SDHY,2022,-27582224.0,2023,26646571.0,-196.61%
ALAR,2020,4886000.0,2023,26521000.0,442.80%
DGHI,2020,3553362.0,2023,26112908.0,634.88%
IROQ,2020,23071000.0,2023,26094000.0,13.10%
RNAC,2020,16597000.0,2023,26004000.0,56.68%
ECBK,2020,17132000.0,2023,25842000.0,50.84%
WHF,2020,36019000.0,2023,25682000.0,-28.70%
RLAY,2020,82654000.0,2023,25546000.0,-69.09%
SLN,2020,5479000.0,2023,25375000.0,363.13%
WFCF,2020,20076000.0,2023,25135000.0,25.20%
STRM,2021,11346000.0,2023,24889000.0,119.36%
ELUT,2020,42682000.0,2023,24745000.0,-42.02%
WMPN,2020,16213000.0,2023,24623000.0,51.87%
SRTS,2020,9577000.0,2023,24405000.0,154.83%
AADI,2020,14000000.0,2023,24354000.0,73.96%
HNNA,2020,33389000.0,2023,24020000.0,-28.06%
GGT,2020,34097359.0,2023,24011430.0,-29.58%
AXIL,2021,1633609.0,2023,23521027.0,1339.82%
HFBL,2020,18764000.0,2023,23453000.0,24.99%
AUBN,2020,29713000.0,2023,23347000.0,-21.42%
BANX,2020,9850567.0,2023,23247761.0,136.00%
SWVL,2020,14984746.0,2023,22852263.0,52.50%
SMR,2020,600000.0,2023,22810000.0,3701.67%
CELU,2020,14278000.0,2023,22771000.0,59.48%
OXSQ,2020,5540575.0,2023,22747695.0,310.57%
RPID,2020,16077000.0,2023,22519000.0,40.07%
SENS,2020,4949000.0,2023,22390000.0,352.41%
NRT,2020,4050017.0,2023,22016103.0,443.61%
PRE,2020,65179515.0,2023,21742675.0,-66.64%
MNDO,2020,23374000.0,2023,21612000.0,-7.54%
FENC,2020,170000.0,2023,21252000.0,12401.18%
TCRX,2020,1085000.0,2023,21049000.0,1840.00%
INVZ,2020,-9364000.0,2023,20876000.0,-322.94%
CCCC,2020,33195000.0,2023,20756000.0,-37.47%
FDMT,2020,13612000.0,2023,20723000.0,52.24%
FORA,2020,544871.0,2023,20481330.0,3658.93%
CRGO,2020,8509000.0,2023,20281000.0,138.35%
SSSS,2020,89428164.0,2023,20245162.0,-77.36%
HOOK,2020,19584000.0,2023,20129000.0,2.78%
EXAI,2020,9672000.0,2023,20079000.0,107.60%
MRT,2020,9763195.0,2023,20029552.0,105.15%
MPV,2020,7041320.0,2023,19630909.0,178.80%
GRDI,2021,30826000.0,2023,19624000.0,-36.34%
CODA,2020,20043810.0,2023,19352088.0,-3.45%
MYO,2020,7583371.0,2023,19241158.0,153.73%
SHFS,2020,8035627.0,2023,19165674.0,138.51%
RMM,2021,69203369.0,2023,19105504.0,-72.39%
IDN,2020,10735000.0,2023,18906000.0,76.12%
MDWD,2020,21763000.0,2023,18686000.0,-14.14%
MMT,2020,17057249.0,2023,18570498.0,8.87%
ICCC,2019,13722872.0,2022,18567962.0,35.31%
TLSI,2021,8401000.0,2023,18511000.0,120.34%
EHGO,2021,18050317.0,2023,18425312.0,2.08%
SUUN,2022,10197619.0,2023,18397509.0,80.41%
FBYD,2021,6071000.0,2023,18244000.0,200.51%
AWRE,2020,11309000.0,2023,18244000.0,61.32%
ADAG,2020,700913.0,2023,18111491.0,2483.99%
PSF,2020,18171243.0,2023,17861676.0,-1.70%
DOGZ,2020,19171358.0,2023,17584454.0,-8.28%
IVA,2020,372000.0,2023,17477000.0,4598.12%
SLDP,2020,2103000.0,2023,17410000.0,727.86%
ICAD,2020,29698000.0,2023,17318000.0,-41.69%
STRS,2020,44333000.0,2023,17270000.0,-61.04%
GEVO,2020,5536000.0,2023,17200000.0,210.69%
ANAB,2020,75000000.0,2023,17157000.0,-77.12%
MCR,2020,28549176.0,2023,16988418.0,-40.49%
TWG,2021,19615.0,2023,16943287.0,86279.24%
XTKG,2020,26664011.0,2023,16824823.0,-36.90%
AREC,2020,1059691.0,2023,16744075.0,1480.09%
GCTS,2021,25524000.0,2022,16669000.0,-34.69%
EOSE,2020,219000.0,2023,16378000.0,7378.54%
VERU,2020,42592060.0,2023,16296958.0,-61.74%
BSBK,2020,14703264.0,2023,16112505.0,9.58%
ECOR,2020,3495832.0,2023,16030000.0,358.55%
QURE,2020,37514000.0,2023,15843000.0,-57.77%
KTF,2020,22917708.0,2023,15806683.0,-31.03%
RFMZ,2022,-93395007.0,2023,15700458.0,-116.81%
ONDS,2020,2163719.0,2023,15691430.0,625.21%
BKT,2020,19800082.0,2023,15542096.0,-21.50%
NDMO,2020,-121814.0,2023,15480027.0,-12807.92%
EFT,2021,91270826.0,2023,15473852.0,-83.05%
ECDA,2021,11519396.0,2023,15123596.0,31.29%
CETY,2020,1406005.0,2023,15113463.0,974.92%
EVN,2020,37766829.0,2023,15052523.0,-60.14%
SRBK,2021,11977000.0,2023,14956000.0,24.87%
ACIU,2020,15431000.0,2023,14801000.0,-4.08%
PCYO,2020,25855000.0,2023,14586000.0,-43.59%
AISP,2021,13039109.0,2022,14549141.0,11.58%
TRSG,2020,9507241.0,2023,14362502.0,51.07%
MGTX,2020,15563000.0,2023,14017000.0,-9.93%
CPZ,2020,-28129193.0,2023,13884598.0,-149.36%
RDZN,2021,1164840.0,2023,13560498.0,1064.15%
CPTN,2020,2006000.0,2023,13056000.0,550.85%
PMM,2020,8402349.0,2023,12760638.0,51.87%
PTMN,2020,37461000.0,2023,12739000.0,-65.99%
LGCB,2021,15466862.0,2023,12733339.0,-17.67%
AC,2020,18983000.0,2023,12683000.0,-33.19%
VOXR,2020,126227.0,2023,12310594.0,9652.74%
SELF,2020,9196524.0,2023,12190715.0,32.56%
VUZI,2020,11581496.0,2023,12129139.0,4.73%
AXDX,2020,11165000.0,2023,12059000.0,8.01%
RGTI,2020,735482.0,2023,12008000.0,1532.67%
TCBS,2020,9850000.0,2023,11417000.0,15.91%
AZ,2020,1068000.0,2023,11375000.0,965.07%
PMO,2021,77137019.0,2023,11037908.0,-85.69%
HYPR,2020,294000.0,2023,11032000.0,3652.38%
FDSB,2022,13734600.0,2023,11021681.0,-19.75%
UG,2020,10986081.0,2023,10885154.0,-0.92%
SATX,2020,10632000.0,2023,10730000.0,0.92%
PVL,2020,5565015.0,2023,10347619.0,85.94%
MIN,2020,29095786.0,2023,10218281.0,-64.88%
ZVRA,2019,12839000.0,2022,10161000.0,-20.86%
EARN,2020,25938000.0,2023,10094000.0,-61.08%
IOR,2020,5373000.0,2023,10070000.0,87.42%
SSIC,2022,10073.0,2023,10031564.0,99488.64%
SYRS,2020,15093000.0,2023,9936000.0,-34.17%
KULR,2020,623965.0,2023,9830166.0,1475.44%
TOP,2021,16906372.0,2023,9695402.0,-42.65%
JHI,2020,972753.0,2023,9503015.0,876.92%
CFSB,2020,8303000.0,2023,9416000.0,13.40%
FSEA,2020,14504000.0,2023,9312000.0,-35.80%
BBIO,2020,8249000.0,2023,9303000.0,12.78%
IKNA,2020,9194000.0,2023,9160000.0,-0.37%
CLST,2020,7584000.0,2023,9140000.0,20.52%
LCTX,2020,773000.0,2023,8945000.0,1057.18%
CENN,2019,3575887.0,2022,8941835.0,150.06%
AMPX,2020,4679000.0,2023,8791000.0,87.88%
QBTS,2020,5160000.0,2023,8758000.0,69.73%
UAMY,2020,5235530.0,2023,8693155.0,66.04%
GEG,2021,60853000.0,2023,8663000.0,-85.76%
DRRX,2020,30111000.0,2023,8548000.0,-71.61%
AFMD,2020,28360000.0,2023,8275000.0,-70.82%
BRFH,2020,2567547.0,2023,8127000.0,216.53%
RAND,2020,3040220.0,2023,8094947.0,166.26%
NVX,2020,2851035.0,2023,8054528.0,182.51%
RSF,2020,-4788144.0,2023,7657676.0,-259.93%
AGAE,2020,3210805.0,2023,7655039.0,138.41%
SKYH,2020,685596.0,2023,7575000.0,1004.88%
MESO,2021,7434000.0,2023,7501000.0,0.90%
MSB,2021,25915078.0,2023,7496319.0,-71.07%
ICMB,2020,-20115190.0,2023,7474190.0,-137.16%
LOAN,2020,5664461.0,2023,7302048.0,28.91%
PROF,2020,7304000.0,2023,7199000.0,-1.44%
TTOO,2020,18130000.0,2023,7193000.0,-60.33%
PRT,2020,3188156.0,2023,7186191.0,125.40%
ASMB,2020,79105000.0,2023,7163000.0,-90.94%
MOLN,2020,9344000.0,2023,7038000.0,-24.68%
RMMZ,2023,6959199.0,2023,6959199.0,0.00%
JEQ,2020,15245302.0,2023,6833239.0,-55.18%
SPCE,2020,238000.0,2023,6800000.0,2757.14%
LVTX,2020,3747000.0,2023,6769000.0,80.65%
BPT,2020,9269000.0,2023,6640000.0,-28.36%
DSY,2022,1940378.0,2023,6293340.0,224.34%
PGEN,2020,103178000.0,2023,6225000.0,-93.97%
NSPR,2020,2485000.0,2023,6205000.0,149.70%
ESGL,2020,2651425.0,2023,6164173.0,132.49%
PDYN,2020,8813000.0,2023,6146000.0,-30.26%
WRAP,2020,3944000.0,2023,6133000.0,55.50%
ORKT,2021,4912511.0,2023,6089596.0,23.96%
OCGN,2020,43000.0,2023,6036000.0,13937.21%
MBI,2020,282000000.0,2023,6000000.0,-97.87%
ABSI,2020,4780000.0,2023,5718000.0,19.62%
MATH,2020,11252.0,2023,5692056.0,50487.06%
PSQH,2022,475175.0,2023,5685987.0,1096.61%
KSCP,2019,3025303.0,2022,5631000.0,86.13%
CUE,2020,3154325.0,2023,5490000.0,74.05%
MRCC,2020,6512000.0,2023,5465000.0,-16.08%
MSAI,2021,28786000.0,2023,5430000.0,-81.14%
LEO,2020,7888018.0,2023,5157595.0,-34.61%
ANL,2021,45726000.0,2023,5000000.0,-89.07%
NSTS,2020,5985000.0,2023,4953000.0,-17.24%
EBON,2020,19004301.0,2023,4855181.0,-74.45%
PHUN,2020,10001000.0,2023,4832000.0,-51.68%
OFS,2020,10333000.0,2023,4791000.0,-53.63%
MTA,2020,2768824.0,2023,4595000.0,65.95%
RMI,2020,5024454.0,2023,4504111.0,-10.36%
SWIN,2021,1181000.0,2023,4453000.0,277.05%
NYXH,2020,69000.0,2023,4348000.0,6201.45%
AEVA,2020,4843000.0,2023,4312000.0,-10.96%
GLU,2020,4421426.0,2023,4275583.0,-3.30%
IVR,2020,-1648259000.0,2023,4192000.0,-100.25%
IE,2020,4633000.0,2023,3903000.0,-15.76%
IMAB,2020,236123857.774785,2023,3899782.749767,-98.35%
NN,2020,569000.0,2023,3862000.0,578.73%
FMN,2020,8822295.0,2023,3809083.0,-56.82%
DMF,2020,3083982.0,2023,3770523.0,22.26%
EUDA,2020,8875379.0,2023,3706458.0,-58.24%
DTF,2020,5052173.0,2023,3578350.0,-29.17%
MUI,2020,-9059877.0,2023,3549168.0,-139.17%
ABEO,2020,10000000.0,2023,3500000.0,-65.00%
MOBBW,2020,2066478.0,2023,3301887.0,59.78%
PIM,2020,-8561877.0,2023,3237735.0,-137.82%
GSIW,2021,6006437.0,2023,3157823.0,-47.43%
GROY,2021,192000.0,2023,3048000.0,1487.50%
BMR,2020,3176000.0,2023,2909000.0,-8.41%
CEV,2020,6974498.0,2023,2903187.0,-58.37%
DYAI,2020,1601921.0,2023,2898806.0,80.96%
FULC,2020,8823000.0,2023,2805000.0,-68.21%
OBIO,2020,5703000.0,2023,2760000.0,-51.60%
NTIP,2020,4403000.0,2023,2601000.0,-40.93%
CXE,2020,862170.0,2023,2452644.0,184.47%
OZ,2020,101000.0,2023,2254000.0,2131.68%
NTRB,2021,943702.0,2023,2079609.0,120.37%
MFD,2020,-5890822.0,2023,2078880.0,-135.29%
DCTH,2020,1646000.0,2023,2065000.0,25.46%
CDZI,2020,541000.0,2023,1991000.0,268.02%
ATEX,2021,921000.0,2023,1919000.0,108.36%
CXH,2020,4553745.0,2023,1862115.0,-59.11%
LRFC,2020,-30786000.0,2023,1861000.0,-106.04%
PPT,2020,-22372174.0,2023,1858256.0,-108.31%
CBUS,2020,23851000.0,2023,1817000.0,-92.38%
BYSI,2020,180000.0,2023,1751000.0,872.78%
AUTL,2020,242000.0,2023,1698000.0,601.65%
STTK,2020,9934000.0,2023,1657000.0,-83.32%
LGL,2019,31897000.0,2022,1655000.0,-94.81%
CMU,2020,786540.0,2023,1636372.0,108.05%
INBX,2022,1301000.0,2023,1634000.0,25.60%
REE,2020,388000.0,2023,1608000.0,314.43%
PLRX,2020,41817000.0,2023,1580000.0,-96.22%
PROP,2020,412325.0,2023,1545792.0,274.90%
OCX,2020,1216000.0,2023,1503000.0,23.60%
LZM,2020,1062525.0,2023,1477826.0,39.09%
ARBE,2020,332000.0,2023,1470000.0,342.77%
NREF,2020,19492000.0,2023,1409000.0,-92.77%
ORMP,2020,2710000.0,2023,1340000.0,-50.55%
GRTS,2020,3462000.0,2023,1331000.0,-61.55%
MFM,2020,-1298468.0,2023,1301073.0,-200.20%
DXR,2020,-996299.0,2023,1280515.0,-228.53%
LODE,2020,201700.0,2023,1274449.0,531.85%
LXRX,2020,23995000.0,2023,1204000.0,-94.98%
OCCI,2020,-1635943.0,2023,945795.0,-157.81%
SPAI,2022,1150607.0,2023,917720.0,-20.24%
REFR,2020,828450.0,2023,909598.0,9.80%
GCV,2020,29885034.0,2023,871288.0,-97.08%
MTC,2020,742125.0,2023,869935.0,17.22%
INO,2020,7411220.0,2023,832010.0,-88.77%
OMEX,2020,2038332.0,2023,803799.0,-60.57%
BRNS,2020,4821000.0,2023,802000.0,-83.36%
MGF,2020,11618714.0,2023,801867.0,-93.10%
VNRX,2020,13433.0,2023,775302.0,5671.62%
CLLS,2020,51057000.0,2023,755000.0,-98.52%
PRTC,2020,8341000.0,2023,750000.0,-91.01%
CLNN,2020,206000.0,2023,654000.0,217.48%
JHS,2020,13480948.0,2023,619468.0,-95.40%
NPWR,2022,580000.0,2022,580000.0,0.00%
ATOM,2020,62000.0,2023,550000.0,787.10%
SER,2021,3039184.0,2022,500000.0,-83.55%
CRDF,2020,366000.0,2023,488000.0,33.33%
MFH,2020,1402300.0,2023,445928.0,-68.20%
AIRE,2022,305377.0,2023,419412.0,37.34%
OVID,2020,12617221.0,2023,391695.0,-96.90%
ATYR,2020,10455000.0,2023,353000.0,-96.62%
CMRX,2020,5372000.0,2023,324000.0,-93.97%
VRDN,2020,1050000.0,2023,314000.0,-70.10%
SERA,2020,25000.0,2023,306000.0,1124.00%
ADGM,2021,270000.0,2023,300000.0,11.11%
PLUR,2020,23000.0,2023,287000.0,1147.83%
RFL,2020,4910000.0,2023,279000.0,-94.32%
COCH,2021,310000.0,2022,237000.0,-23.55%
LEXX,2020,384543.0,2023,226208.0,-41.17%
AUID,2020,2140644.0,2023,190289.0,-91.11%
INMB,2020,11000.0,2023,155000.0,1309.09%
RZLV,2021,3904574.0,2023,145051.0,-96.29%
LYEL,2020,7756000.0,2023,130000.0,-98.32%
SHOT,2019,6455.0,2022,120627.0,1768.74%
OPT,2021,68613.0,2023,108406.0,58.00%
CKPT,2020,1069000.0,2023,103000.0,-90.36%
NXP,2021,18675133.0,2023,77198.0,-99.59%
BNTC,2020,97000.0,2023,75000.0,-22.68%
SKYX,2020,258376.0,2022,32022.0,-87.61%
SPRY,2020,17835000.0,2023,30000.0,-99.83%
BNAI,2021,7410.0,2022,15642.0,111.09%
EYEN,2020,2000000.0,2023,3787.0,-99.81%
SLS,2020,1900000.0,2023,0.0,-100.00%
XFOR,2020,3000000.0,2023,0.0,-100.00%
LXEO,2020,518476.0,2023,0.0,-100.00%
XBIT,2020,43997000.0,2023,0.0,-100.00%
RGLS,2020,10006000.0,2023,0.0,-100.00%
CADL,2020,125000.0,2023,0.0,-100.00%
ACET,2020,17903000.0,2023,0.0,-100.00%
STI,2021,10396.0,2023,0.0,-100.00%
AEON,2019,3357000.0,2022,0.0,-100.00%
CRBP,2020,3937230.0,2023,0.0,-100.00%
RAPT,2020,5042000.0,2023,0.0,-100.00%
BCAB,2020,429000.0,2023,0.0,-100.00%
KPRX,2020,12059.0,2023,0.0,-100.00%
IMRX,2020,2311535.0,2023,0.0,-100.00%
ANRO,2021,210000.0,2023,0.0,-100.00%
CRMD,2020,239231.0,2023,0.0,-100.00%
RANI,2020,462000.0,2023,0.0,-100.00%
BRLS,2021,13633002.0,2023,0.0,-100.00%
KYTX,2021,5656000.0,2023,0.0,-100.00%
HYMC,2020,47044000.0,2023,0.0,-100.00%
AVIR,2020,48633000.0,2023,0.0,-100.00%
EVTL,2020,87000.0,2023,0.0,-100.00%
PRME,2020,5210000.0,2023,0.0,-100.00%
FAAS,2021,30726768.0,2023,0.0,-100.00%
LPTX,2020,1500000.0,2023,0.0,-100.00%
ENTX,2020,365000.0,2023,0.0,-100.00%
VTVT,2020,6414000.0,2023,0.0,-100.00%
GDC,2020,591455.0,2023,0.0,-100.00%
ALXO,2020,1182000.0,2023,0.0,-100.00%
VSTM,2020,88516000.0,2023,0.0,-100.00%
LILM,2020,97000.0,2023,0.0,-100.00%
NXTC,2020,22378000.0,2023,0.0,-100.00%
PMN,2019,920.177299,2022,0.0,-100.00%
SRRK,2020,15403000.0,2023,0.0,-100.00%
ATLX,2020,23446.0,2023,0.0,-100.00%
CYBN,2021,864000.0,2023,0.0,-100.00%
TIL,2020,138000.0,2023,0.0,-100.00%
VTGN,2021,1089500.0,2023,-227000.0,-120.84%
MUJ,2020,16204092.0,2023,-1533322.0,-109.46%
MHN,2020,5369070.0,2023,-1854385.0,-134.54%
PTA,2020,-289721.0,2023,-1983334.0,584.57%
MYI,2020,54763366.0,2023,-2044939.0,-103.73%
MQT,2020,-4523937.0,2023,-2314819.0,-48.83%
MVT,2020,-12469731.0,2023,-2533093.0,-79.69%
FT,2020,-944548.0,2023,-3007931.0,218.45%
NXN,2020,1568765.0,2023,-3815136.0,-343.19%
MIY,2020,24634200.0,2023,-4001290.0,-116.24%
TEAF,2020,-7068404.0,2023,-5000097.0,-29.26%
MYD,2020,-23155195.0,2023,-5134390.0,-77.83%
IHTA,2021,-3961415.0,2023,-5685540.0,43.52%
MUE,2020,18064510.0,2023,-5829196.0,-132.27%
NXC,2020,4804010.0,2023,-5896766.0,-222.75%
GLV,2020,-5725374.0,2023,-7699810.0,34.49%
MQY,2020,-6745836.0,2023,-8121790.0,20.40%
HRZN,2020,10332000.0,2023,-9871000.0,-195.54%
TURN,2020,5103961.0,2023,-9905157.0,-294.07%
GUT,2020,-13552766.0,2023,-10052773.0,-25.82%
MHD,2020,-8587235.0,2023,-11911853.0,38.72%
TYG,2020,-568079958.0,2023,-12242286.0,-97.84%
MVF,2020,12161823.0,2023,-12393910.0,-201.91%
PDO,2021,105724000.0,2023,-13870000.0,-113.12%
EOT,2021,30420827.0,2023,-15402808.0,-150.63%
AJX,2020,28531000.0,2023,-16859000.0,-159.09%
GBAB,2021,42485031.0,2023,-17208799.0,-140.51%
FTHY,2021,82035629.0,2023,-18718991.0,-122.82%
ORC,2020,12672000.0,2023,-20695000.0,-263.31%
MUA,2020,-23363277.0,2023,-20743440.0,-11.21%
CFFN,2020,206044000.0,2023,-20877000.0,-110.13%
CHMI,2020,-56471000.0,2023,-21202000.0,-62.46%
NMCO,2020,-80936636.0,2023,-23952196.0,-70.41%
TPVG,2020,44770000.0,2023,-27069000.0,-160.46%
NXG,2020,-19906428.0,2023,-28128268.0,41.30%
VTN,2021,-4971271.0,2023,-29329167.0,489.97%
MUC,2020,38410866.0,2023,-29730778.0,-177.40%
JPI,2020,-13650910.0,2023,-32699246.0,139.54%
FINS,2021,-2056603.0,2023,-36726719.0,1685.80%
VPV,2021,3898337.0,2023,-38427671.0,-1085.75%
OIA,2021,3189147.0,2023,-38740102.0,-1314.75%
PSEC,2021,1017081000.0,2023,-50155000.0,-104.93%
NAN,2021,-1596837.0,2023,-56831372.0,3459.00%
NCZ,2020,35484580.0,2023,-60810000.0,-271.37%
ARR,2020,-22207000.0,2023,-62560000.0,181.71%
VKI,2021,6286783.0,2023,-63508311.0,-1110.19%
VCV,2021,4595141.0,2023,-72264805.0,-1672.64%
NXDT,2020,-114439213.0,2023,-75273000.0,-34.22%
NCV,2020,45892999.0,2023,-80290000.0,-274.95%
IQI,2021,4863086.0,2023,-87398048.0,-1897.17%
IIM,2021,4824264.0,2023,-87474418.0,-1913.22%
VKQ,2021,6897499.0,2023,-90022611.0,-1405.15%
VGM,2021,7196564.0,2023,-92520203.0,-1385.62%
VMO,2021,9617072.0,2023,-111694373.0,-1261.42%
OXLC,2021,293353372.0,2023,-158433510.0,-154.01%
OXLCO,2021,293353372.0,2023,-158433510.0,-154.01%
NLY,2020,-548419000.0,2023,-1436689000.0,161.97%
